Question,Question Type,Sub Category,Category
What is Isolation property in DBMS?,TECHNICAL,SQL,DBMS
What is Durablity property in DBMS?,TECHNICAL,SQL,DBMS
What is the difference between primary key and candidate key?,TECHNICAL,SQL,DBMS
 What is MySQL?,TECHNICAL,MYSQL,DBMS
 In which language MySQL has been written?,TECHNICAL,MYSQL,DBMS
 What are the technical specifications of MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between MySQL and SQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between database and table?,TECHNICAL,MYSQL,DBMS
 Why do we use the MySQL database server?,TECHNICAL,MYSQL,DBMS
 What are the different tables present in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between CHAR and VARCHAR?,TECHNICAL,MYSQL,DBMS
 What is the difference between TRUNCATE and DELETE in MySQL?,TECHNICAL,MYSQL,DBMS
 How many Triggers are possible in MySQL?,TECHNICAL,MYSQL,DBMS
 What is heap table?,TECHNICAL,MYSQL,DBMS
 What is BLOB and TEXT in MySQL?,TECHNICAL,MYSQL,DBMS
 What is a trigger in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between heap table and temporary table?,TECHNICAL,MYSQL,DBMS
 What is the difference between FLOAT and DOUBLE?,TECHNICAL,MYSQL,DBMS
 What are the advantages of MySQL in comparison to Oracle?,TECHNICAL,MYSQL,DBMS
 What are the disadvantages of MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between MySQL_connect and MySQL_pconnect?,TECHNICAL,MYSQL,DBMS
 What does "i_am_a_dummy flag" do in MySQL?,TECHNICAL,MYSQL,DBMS
 How to get the current date in MySQL?,TECHNICAL,MYSQL,DBMS
 What are the security alerts while using MySQL?,TECHNICAL,MYSQL,DBMS
 How to change a password for an existing user via Mysqladmin?,TECHNICAL,MYSQL,DBMS
 What is the difference between Unix timestamps and MySQL timestamps?,TECHNICAL,MYSQL,DBMS
 How to display Nth highest salary from a table in a MySQL query?,TECHNICAL,MYSQL,DBMS
 What is MySQL default port number?,TECHNICAL,MYSQL,DBMS
 What is REGEXP?,TECHNICAL,MYSQL,DBMS
 How many columns can you create for an index?,TECHNICAL,MYSQL,DBMS
 What is the difference between NOW(,TECHNICAL,MYSQL,DBMS
 What is the query to display top 20 rows?,TECHNICAL,MYSQL,DBMS
 Write a query to display current date and time?,TECHNICAL,MYSQL,DBMS
 What is save point in MySQL?,TECHNICAL,MYSQL,DBMS
 What is SQLyog?,TECHNICAL,MYSQL,DBMS
 How do you backup a database in MySQl?,TECHNICAL,MYSQL,DBMS
 What are the different column comparison operators in MySQL?,TECHNICAL,MYSQL,DBMS
 Write a query to count the number of rows of a table in MySQL.,TECHNICAL,MYSQL,DBMS
 Write a query to retrieve a hundred books starting from 20th.,TECHNICAL,MYSQL,DBMS
 Write a query to select all teams that won either 1 3 5 or 7 games.,TECHNICAL,MYSQL,DBMS
 What is the default port of MySQL Server?,TECHNICAL,MYSQL,DBMS
 How is MyISAM table stored?,TECHNICAL,MYSQL,DBMS
 What is the usage of ENUMs in MySQL?,TECHNICAL,MYSQL,DBMS
 What are the advantages of MyISAM over InnoDB?,TECHNICAL,MYSQL,DBMS
 What are the differences between MySQL_fetch_array(,TECHNICAL,MYSQL,DBMS
 What is the difference between mysql_connect and mysql_pconnect?,TECHNICAL,MYSQL,DBMS
 What is the use of mysql_close(,TECHNICAL,MYSQL,DBMS
 What is MySQL data directory?,TECHNICAL,MYSQL,DBMS
 How do you determine the location of MySQL data directory?,TECHNICAL,MYSQL,DBMS
 What is the usage of regular expressions in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the usage of "i-am-a-dummy" flag in MySQL?,TECHNICAL,MYSQL,DBMS
 Which command is used to view the content of the table in MySQL?,TECHNICAL,MYSQL,DBMS
 Explain Access Control Lists.,TECHNICAL,MYSQL,DBMS
 What is InnoDB?,TECHNICAL,MYSQL,DBMS
What is IOS?,TECHNICAL,IOS,Mobile
How IOS is better than ANDROID?,TECHNICAL,IOS,Mobile
Why IOS IOS development is costlier?,TECHNICAL,IOS,Mobile
Any Projects you have done on IOS?,TECHNICAL,IOS,Mobile
IOS development requires an APPLE ECOSYSTEM what are your views regarding the same.,TECHNICAL,IOS,Mobile
The consumer base of IOS is small compared to ANDROID so don't you think ANDROID is better?,TECHNICAL,IOS,Mobile
What is ANDROID?,TECHNICAL,ANDROID,Mobile
How ANDROID is different than IOS?,TECHNICAL,ANDROID,Mobile
Which language you use for Android Application development JAVA or KOTLIN?,TECHNICAL,ANDROID,Mobile
How KOTLIN speeds up android development?,TECHNICAL,ANDROID,Mobile
Why ANDROID?,TECHNICAL,ANDROID,Mobile
How can security of android can be improved?,TECHNICAL,ANDROID,Mobile
Which libraries you have used in ANDROID?,TECHNICAL,ANDROID,Mobile
What projects you have done in android?,TECHNICAL,ANDROID,Mobile
Android users generally do not buy any application instead they want application which are free What are your views regarding this?,TECHNICAL,ANDROID,Mobile
IS ANDROID ONLY LIMITED TO MOBILE PHONES?,TECHNICAL,ANDROID,Mobile
Which is the Best Android Phone?,TECHNICAL,ANDROID,Mobile
What is stock Android?,TECHNICAL,ANDROID,Mobile
IS ANDROID OPEN SOURCE,TECHNICAL,ANDROID,Mobile
What is gradle?,TECHNICAL,ANDROID,Mobile
What is the Android Application Architecture?,TECHNICAL,ANDROID,Mobile
In an Android App what is difference between Fragment and Activity?,TECHNICAL,ANDROID,Mobile
What is Android Architecture Components?,TECHNICAL,ANDROID,Mobile
 What is an Android Framework?,TECHNICAL,ANDROID,Mobile
 What is the Android Architecture?,TECHNICAL,ANDROID,Mobile
 What is the difference between File Class and Activity in android?,TECHNICAL,ANDROID,Mobile
 What is APK format?,TECHNICAL,ANDROID,Mobile
 What is Google Android SDK?,TECHNICAL,ANDROID,Mobile
 What is an ANR? How can ANR be prevented?,TECHNICAL,ANDROID,Mobile
 How do you launch an activity in your application?,TECHNICAL,ANDROID,Mobile
 What is the use of WebView in Android?,TECHNICAL,ANDROID,Mobile
 What are the different kinds of context in Android?,TECHNICAL,ANDROID,Mobile
 What are the different storage methods in Android,TECHNICAL,ANDROID,Mobile
 What are the tools required to develop Android Apps?  ,TECHNICAL,ANDROID,Mobile
 What is Intent?,TECHNICAL,ANDROID,Mobile
 What is a Sticky Intent?,TECHNICAL,ANDROID,Mobile
 Explain Folder File Description of Android Apps,TECHNICAL,ANDROID,Mobile
 How to ‘Start Another Activity’? ,TECHNICAL,ANDROID,Mobile
 What is AAPT?,TECHNICAL,ANDROID,Mobile
 What are containers?,TECHNICAL,ANDROID,Mobile
 What are some of the disadvantages of Android?,TECHNICAL,ANDROID,Mobile
 Name the four essential states of an activity,TECHNICAL,ANDROID,Mobile
 What is the difference between a regular bitmap and a nine-patch image?,TECHNICAL,ANDROID,Mobile
 Which language is supported by Android for application development?,TECHNICAL,ANDROID,Mobile
 What are the dialog boxes that are supported in Android? ,TECHNICAL,ANDROID,Mobile
 Give an example for sticky broadcast,TECHNICAL,ANDROID,Mobile
 What is DDMS?,TECHNICAL,ANDROID,Mobile
 Name some exceptions in android?,TECHNICAL,ANDROID,Mobile
What are the different data structures in R? Briefly explain about them.,TECHNICAL,R,Language
How can you load a .csv file in R?,TECHNICAL,R,Language
What are the different components of grammar of graphics?,TECHNICAL,R,Language
What is Rmarkdown? What is the use of it?,TECHNICAL,R,Language
How do you install a package in R?,TECHNICAL,R,Language
What are the steps to build and evaluate a linear regression model in R?,TECHNICAL,R,Language
Name some packages in R which can be used for data imputation?,TECHNICAL,R,Language
Explain about confusion matrix in R?,TECHNICAL,R,Language
How would you write a custom function in R? Give an example.,TECHNICAL,R,Language
Name some functions available in “dplyr” package.,TECHNICAL,R,Language
How would you create a new R6 Class?,TECHNICAL,R,Language
What is a Random Forest? How do you build and evaluate a Random Forest in R?,TECHNICAL,R,Language
Tell me something about shinyR.,TECHNICAL,R,Language
What is advantage of using apply family of functions in R?,TECHNICAL,R,Language
What packages are used for data mining in R?,TECHNICAL,R,Language
What is clustering? What is the difference between kmeans clustering and hierarchical clustering?,TECHNICAL,R,Language
Give examples of “rbind()” and “cbind()” functions in R,TECHNICAL,R,Language
Give examples of while and for loop in R.,TECHNICAL,R,Language
Give examples of “select” and “filter” functions from “dplyr” package.,TECHNICAL,R,Language
What is the use of stringR package,TECHNICAL,R,Language
What do you know about the rattle package in R?,TECHNICAL,R,Language
How would you make multiple plots onto a single page in R?,TECHNICAL,R,Language
How would you create a scatterplot using ggplot2 package?,TECHNICAL,R,Language
How would you facet the data using ggplot2 package?,TECHNICAL,R,Language
Given a vector of values how would you convert it into a time series object?,TECHNICAL,R,Language
What is a White Noise model and how can you simulate it using R?,TECHNICAL,R,Language
What is a Random Walk model and how can you simulate it using R?,TECHNICAL,R,Language
What is Principal Component Analysis and how can you create a PCA model in R?,TECHNICAL,R,Language
How would you find out the mean of one column w.r.t another?,TECHNICAL,R,Language
Explain about “initialize()” function in R?,TECHNICAL,R,Language
How would you fit a linear model over a scatter-plot?,TECHNICAL,R,Language
What do you know about the evaluate_model() function from “statisticalModeling” Package,TECHNICAL,R,Language
How would you build a Scatter-plot using plotly?,TECHNICAL,R,Language
What is the difference between a bar-chart and a histogram? Where would you use a bar-chart and where would you use a histogram?,TECHNICAL,R,Language
How would you create a box-plot using “plotly”?,TECHNICAL,R,Language
How would you do a left and right join in R?,TECHNICAL,R,Language
What is a factor? How would you create a factor in R?,TECHNICAL,R,Language
Given a vector of numbers how would you turn the values into scientific notation?,TECHNICAL,R,Language
How would you join multiple strings together?,TECHNICAL,R,Language
Write a custom function which will replace all the missing values in a vector with the mean of values.,TECHNICAL,R,Language
What are the different import functions in R?,TECHNICAL,R,Language
Name some functions which can be used for debugging in R?,TECHNICAL,R,Language
How would you check the distribution of a categorical variable in R?,TECHNICAL,R,Language
How would you find the number of missing values in a dataset and remove all of them? ,TECHNICAL,R,Language
What is correlation? How would you measure correlation in R?,TECHNICAL,R,Language
How would you extract one particular word from a string?,TECHNICAL,R,Language
How would you do a cross-product of two tables in R?,TECHNICAL,R,Language
 What is Haskell and Why it is used for? ,TECHNICAL,HASKELL,Language
 What are the advantages  and disadvantages of Haskell programming? ,TECHNICAL,HASKELL,Language
 What is the latest version of Haskell? ,TECHNICAL,HASKELL,Language
 What are Monads in Haskell? ,TECHNICAL,HASKELL,Language
 What are the types of polymorphism used in Haskell? ,TECHNICAL,HASKELL,Language
 Write a program in Haskell to print “bestinterviewquestion.com.” ,TECHNICAL,HASKELL,Language
 What are the kinds of operators used in Haskell? ,TECHNICAL,HASKELL,Language
 What is lazy evaluation in Haskell? ,TECHNICAL,HASKELL,Language
 What is currying in Haskell? ,TECHNICAL,HASKELL,Language
 What is Zippers in Haskell? ,TECHNICAL,HASKELL,Language
 Explain the types of Modules used in Haskell ,TECHNICAL,HASKELL,Language
 Explain the difference between Haskell and Erlang? ,TECHNICAL,HASKELL,Language
 What is Prelude in Haskell ,TECHNICAL,HASKELL,Language
 Explain Haskell data types? ,TECHNICAL,HASKELL,Language
 What is the purpose of a functor Haskell? ,TECHNICAL,HASKELL,Language
 How is Haskell different from modern dynamic languages? ,TECHNICAL,HASKELL,Language
 Difference between `data` and `newtype` in Haskell? ,TECHNICAL,HASKELL,Language
 What is multithreading?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the thread?,TECHNICAL,JAVAMULTITHREADING,Language
 Differentiate between process and thread? ,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by inter-thread communication?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the purpose of wait(,TECHNICAL,JAVAMULTITHREADING,Language
 Why must wait(,TECHNICAL,JAVAMULTITHREADING,Language
 What are the advantages of multithreading?,TECHNICAL,JAVAMULTITHREADING,Language
 What are the states in the lifecycle of a Thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between preemptive scheduling and time slicing? ,TECHNICAL,JAVAMULTITHREADING,Language
 What is context switching?,TECHNICAL,JAVAMULTITHREADING,Language
 Differentiate between the Thread class and Runnable interface for creating a Thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What does join(,TECHNICAL,JAVAMULTITHREADING,Language
 Describe the purpose and working of sleep(,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between wait(,TECHNICAL,JAVAMULTITHREADING,Language
 Is it possible to start a thread twice?,TECHNICAL,JAVAMULTITHREADING,Language
 Can we call the run(,TECHNICAL,JAVAMULTITHREADING,Language
 What about the daemon threads?,TECHNICAL,JAVAMULTITHREADING,Language
Can we make the user thread as daemon thread if the thread is started?,TECHNICAL,JAVAMULTITHREADING,Language
What is shutdown hook?,TECHNICAL,JAVAMULTITHREADING,Language
When should we interrupt a thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the synchronization?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the purpose of the Synchronized block?,TECHNICAL,JAVAMULTITHREADING,Language
Can Java object be locked down for exclusive use by a given thread? ,TECHNICAL,JAVAMULTITHREADING,Language
 What is static synchronization?,TECHNICAL,JAVAMULTITHREADING,Language
What is the difference between notify(,TECHNICAL,JAVAMULTITHREADING,Language
What is the deadlock?,TECHNICAL,JAVAMULTITHREADING,Language
 How to detect a deadlock condition? How can it be avoided?,TECHNICAL,JAVAMULTITHREADING,Language
 What is Thread Scheduler in java?,TECHNICAL,JAVAMULTITHREADING,Language
 Does each thread have its stack in multithreaded programming?,TECHNICAL,JAVAMULTITHREADING,Language
 How is the safety of a thread achieved?,TECHNICAL,JAVAMULTITHREADING,Language
 What is race-condition?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the volatile keyword in java?,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by thread pool?,TECHNICAL,JAVAMULTITHREADING,Language
 What are the main components of concurrency API?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the Executor interface in Concurrency API in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 What is BlockingQueue?,TECHNICAL,JAVAMULTITHREADING,Language
 How to implement producer-consumer problem by using BlockingQueue?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between Java Callable interface and Runnable interface?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the Atomic action in Concurrency in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 What is lock interface in Concurrency API in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 Explain the ExecutorService Interface.,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between Synchronous programming and Asynchronous programming regarding a thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by Callable and Future in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 Define FutureTask class in Java? ,TECHNICAL,JAVAMULTITHREADING,Language
What is the difference between declaration and definition of a variable/function?,TECHNICAL,C,Language
What are different storage class specifiers in C?,TECHNICAL,C,Language
What is scope of a variable? How are variables scoped in C?,TECHNICAL,C,Language
When should we use pointers in a C program?,TECHNICAL,C,Language
What is NULL pointer? ,TECHNICAL,C,Language
What is Dangling pointer?,TECHNICAL,C,Language
What is memory leak? Why it should be avoided,TECHNICAL,C,Language
What are local static variables? What is their use?,TECHNICAL,C,Language
What are static functions? What is their use?,TECHNICAL,C,Language
 What is the difference between list and tuples in python?,TECHNICAL,PYTHON,Language
What are the key features of Python?,TECHNICAL,PYTHON,Language
What is the difference between deep and shallow copy in python?,TECHNICAL,PYTHON,Language
How is Multithreading achieved in Python?,TECHNICAL,PYTHON,Language
Whenever Python exits why isn’t all the memory de-allocated?,TECHNICAL,PYTHON,Language
What is dictionary in Python?,TECHNICAL,PYTHON,Language
What is monkey patching in Python?,TECHNICAL,PYTHON,Language
 What is the process of compilation and linking in python?,TECHNICAL,PYTHON,Language
Explain split() method in Python.,TECHNICAL,PYTHON,Language
Explain sub() methods  in Python.,TECHNICAL,PYTHON,Language
Explain subn() methods in Python.,TECHNICAL,PYTHON,Language
What is the difference between range and xrange in python?,TECHNICAL,PYTHON,Language
What is pickling and unpickling in python?,TECHNICAL,PYTHON,Language
Difference between python and java,TECHNICAL,PYTHON,Language
Difference between python and cpp,TECHNICAL,PYTHON,Language
Difference between python and c,TECHNICAL,PYTHON,Language
Is Python object oriented?,TECHNICAL,PYTHON,Language
How we can use python for web development,TECHNICAL,PYTHON,Language
Is python scalable for enterprise?,TECHNICAL,PYTHON,Language
Difference between python2 and python3?,TECHNICAL,PYTHON,Language
 Explain what is GO?,TECHNICAL,GOLANG,Language
 What is syntax like in GO?,TECHNICAL,GOLANG,Language
 Explain what is string literals?,TECHNICAL,GOLANG,Language
 Explain packages in Go program?,TECHNICAL,GOLANG,Language
